f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,4.634065e+04,-3.155230e+04,5.606250e+04,-34.2501
1.263134e-02,7.936502e-02,4.286259e+04,-2.807726e+04,5.123997e+04,-33.2269
1.595506e-02,1.002486e-01,3.976764e+04,-2.498579e+04,4.696546e+04,-32.1409
2.015338e-02,1.266274e-01,3.701351e+04,-2.223569e+04,4.317900e+04,-30.9951
2.545641e-02,1.599473e-01,3.456259e+04,-1.978945e+04,3.982706e+04,-29.7941
3.215484e-02,2.020348e-01,3.238140e+04,-1.761368e+04,3.686186e+04,-28.5437
4.061586e-02,2.551970e-01,3.044015e+04,-1.567872e+04,3.424069e+04,-27.2515
5.130326e-02,3.223479e-01,2.871232e+04,-1.395819e+04,3.192536e+04,-25.9262
6.480286e-02,4.071684e-01,2.717431e+04,-1.242869e+04,2.988169e+04,-24.5779
8.185467e-02,5.143081e-01,2.580509e+04,-1.106941e+04,2.807908e+04,-23.2175
1.033934e-01,6.496398e-01,2.458596e+04,-9.861914e+03,2.649013e+04,-21.8567
1.305997e-01,8.205818e-01,2.350026e+04,-8.789849e+03,2.509031e+04,-20.5074
1.649648e-01,1.036504e+00,2.253313e+04,-7.838762e+03,2.385767e+04,-19.1816
2.083726e-01,1.309244e+00,2.167134e+04,-6.995893e+03,2.277256e+04,-17.8910
2.632024e-01,1.653749e+00,2.090308e+04,-6.250016e+03,2.181746e+04,-16.6467
3.324598e-01,2.088906e+00,2.021781e+04,-5.591300e+03,2.097671e+04,-15.4590
4.199411e-01,2.638568e+00,1.960608e+04,-5.011187e+03,2.023637e+04,-14.3375
5.304417e-01,3.332864e+00,1.905947e+04,-4.502300e+03,1.958402e+04,-13.2910
6.700188e-01,4.209852e+00,1.857035e+04,-4.058359e+03,1.900864e+04,-12.3276
8.463232e-01,5.317605e+00,1.813187e+04,-3.674131e+03,1.850038e+04,-11.4550
1.069019e+00,6.716846e+00,1.773778e+04,-3.345385e+03,1.805050e+04,-10.6807
1.350314e+00,8.484273e+00,1.738234e+04,-3.068881e+03,1.765117e+04,-10.0125
1.705627e+00,1.071677e+01,1.706017e+04,-2.842361e+03,1.729533e+04,-9.4591
2.154435e+00,1.353671e+01,1.676615e+04,-2.664579e+03,1.697656e+04,-9.0303
2.721339e+00,1.709868e+01,1.649523e+04,-2.535325e+03,1.668893e+04,-8.7380
3.437414e+00,2.159791e+01,1.624224e+04,-2.455475e+03,1.642680e+04,-8.5968
4.341913e+00,2.728105e+01,1.600160e+04,-2.427029e+03,1.618461e+04,-8.6246
5.484417e+00,3.445961e+01,1.576701e+04,-2.453129e+03,1.595670e+04,-8.8435
6.927551e+00,4.352708e+01,1.553091e+04,-2.538007e+03,1.573692e+04,-9.2810
8.750422e+00,5.498052e+01,1.528394e+04,-2.686795e+03,1.551830e+04,-9.9703
1.105295e+01,6.944774e+01,1.501406e+04,-2.905082e+03,1.529254e+04,-10.9509
1.396135e+01,8.772177e+01,1.470566e+04,-3.198018e+03,1.504937e+04,-12.2690
1.763505e+01,1.108043e+02,1.433852e+04,-3.568710e+03,1.477596e+04,-13.9764
2.227543e+01,1.399607e+02,1.388728e+04,-4.015602e+03,1.445620e+04,-16.1276
2.813684e+01,1.767890e+02,1.332180e+04,-4.528611e+03,1.407049e+04,-18.7749
3.554059e+01,2.233081e+02,1.260991e+04,-5.084298e+03,1.359632e+04,-21.9592
4.489251e+01,2.820680e+02,1.172386e+04,-5.641424e+03,1.301055e+04,-25.6965
5.670524e+01,3.562895e+02,1.065108e+04,-6.139957e+03,1.229409e+04,-29.9619
7.162629e+01,4.500413e+02,9.407092e+03,-6.507747e+03,1.143871e+04,-34.6752
9.047357e+01,5.684622e+02,8.043985e+03,-6.677174e+03,1.045420e+04,-39.6955
1.142802e+02,7.180437e+02,6.646093e+03,-6.607455e+03,9.371714e+03,-44.8330
1.443512e+02,9.069851e+02,5.310055e+03,-6.300950e+03,8.240064e+03,-49.8779
1.823348e+02,1.145643e+03,4.117894e+03,-5.802505e+03,7.115203e+03,-54.6376
2.303132e+02,1.447101e+03,3.117808e+03,-5.182112e+03,6.047728e+03,-58.9669
2.909163e+02,1.827881e+03,2.320943e+03,-4.512196e+03,5.074120e+03,-62.7800
3.674662e+02,2.308858e+03,1.710894e+03,-3.851206e+03,4.214136e+03,-66.0469
4.641589e+02,2.916396e+03,1.257192e+03,-3.237561e+03,3.473087e+03,-68.7781
5.862947e+02,3.683798e+03,9.262175e+02,-2.691294e+03,2.846215e+03,-71.0089
7.405685e+02,4.653129e+03,6.875076e+02,-2.218966e+03,2.323032e+03,-72.7853
9.354369e+02,5.877523e+03,5.162259e+02,-1.818757e+03,1.890600e+03,-74.1542
1.181582e+03,7.424097e+03,3.933708e+02,-1.484408e+03,1.535646e+03,-75.1577
1.492496e+03,9.377626e+03,3.049665e+02,-1.207822e+03,1.245728e+03,-75.8294
1.885221e+03,1.184519e+04,2.409813e+02,-9.806004e+02,1.009777e+03,-76.1932
2.381286e+03,1.496206e+04,1.943161e+02,-7.948447e+02,8.182523e+02,-76.2623
3.007883e+03,1.889908e+04,1.599840e+02,-6.435172e+02,6.631057e+02,-76.0388
3.799357e+03,2.387207e+04,1.344891e+02,-5.205461e+02,5.376388e+02,-75.5138
4.799096e+03,3.015361e+04,1.153772e+02,-4.207998e+02,4.363306e+02,-74.6671
6.061899e+03,3.808803e+04,1.009180e+02,-3.400000e+02,3.546611e+02,-73.4682
7.656988e+03,4.811028e+04,8.988332e+01,-2.746128e+02,2.889484e+02,-71.8762
9.671799e+03,6.076970e+04,8.139436e+01,-2.217372e+02,2.362042e+02,-69.8430
1.221677e+04,7.676025e+04,7.481650e+01,-1.790033e+02,1.940095e+02,-67.3169
1.543142e+04,9.695845e+04,6.968683e+01,-1.444805e+02,1.604084e+02,-64.2507
1.949194e+04,1.224715e+05,6.566417e+01,-1.166002e+02,1.338185e+02,-60.6137
2.462092e+04,1.546978e+05,6.249449e+01,-9.409011e+01,1.129536e+02,-56.4080
3.109952e+04,1.954040e+05,5.998672e+01,-7.591938e+01,9.675825e+01,-51.6864
3.928284e+04,2.468214e+05,5.799582e+01,-6.125377e+01,8.435366e+01,-46.5650
4.961948e+04,3.117684e+05,5.641073e+01,-4.941860e+01,7.499579e+01,-41.2200
6.267603e+04,3.938051e+05,5.514571e+01,-3.986851e+01,6.804813e+01,-35.8657
7.916819e+04,4.974284e+05,5.413415e+01,-3.216290e+01,6.296792e+01,-30.7160
1.000000e+05,6.283185e+05,5.332395e+01,-2.594591e+01,5.930122e+01,-25.9462
