f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,2.525794e+03,-9.980527e+02,2.715832e+03,-21.5612
1.263134e-02,7.936502e-02,2.415791e+03,-8.882103e+02,2.573901e+03,-20.1869
1.595506e-02,1.002486e-01,2.317902e+03,-7.905094e+02,2.448994e+03,-18.8317
2.015338e-02,1.266274e-01,2.230788e+03,-7.036185e+02,2.339123e+03,-17.5059
2.545641e-02,1.599473e-01,2.153261e+03,-6.263543e+02,2.242510e+03,-16.2190
3.215484e-02,2.020348e-01,2.084260e+03,-5.576660e+02,2.157576e+03,-14.9792
4.061586e-02,2.551970e-01,2.022844e+03,-4.966206e+02,2.082914e+03,-13.7937
5.130326e-02,3.223479e-01,1.968172e+03,-4.423912e+02,2.017279e+03,-12.6680
6.480286e-02,4.071684e-01,1.919498e+03,-3.942454e+02,1.959567e+03,-11.6066
8.185467e-02,5.143081e-01,1.876154e+03,-3.515358e+02,1.908804e+03,-10.6125
1.033934e-01,6.496398e-01,1.837549e+03,-3.136920e+02,1.864132e+03,-9.6877
1.305997e-01,8.205818e-01,1.803151e+03,-2.802128e+02,1.824794e+03,-8.8332
1.649648e-01,1.036504e+00,1.772490e+03,-2.506608e+02,1.790126e+03,-8.0492
2.083726e-01,1.309244e+00,1.745143e+03,-2.246567e+02,1.759543e+03,-7.3355
2.632024e-01,1.653749e+00,1.720731e+03,-2.018754e+02,1.732533e+03,-6.6913
3.324598e-01,2.088906e+00,1.698916e+03,-1.820432e+02,1.708642e+03,-6.1161
4.199411e-01,2.638568e+00,1.679393e+03,-1.649355e+02,1.687473e+03,-5.6091
5.304417e-01,3.332864e+00,1.661883e+03,-1.503758e+02,1.668672e+03,-5.1703
6.700188e-01,4.209852e+00,1.646133e+03,-1.382358e+02,1.651927e+03,-4.8002
8.463232e-01,5.317605e+00,1.631909e+03,-1.284367e+02,1.636956e+03,-4.5001
1.069019e+00,6.716846e+00,1.618991e+03,-1.209516e+02,1.623503e+03,-4.2725
1.350314e+00,8.484273e+00,1.607164e+03,-1.158095e+02,1.611331e+03,-4.1215
1.705627e+00,1.071677e+01,1.596216e+03,-1.131005e+02,1.600218e+03,-4.0529
2.154435e+00,1.353671e+01,1.585925e+03,-1.129831e+02,1.589944e+03,-4.0749
2.721339e+00,1.709868e+01,1.576046e+03,-1.156915e+02,1.580287e+03,-4.1983
3.437414e+00,2.159791e+01,1.566299e+03,-1.215451e+02,1.571008e+03,-4.4373
4.341913e+00,2.728105e+01,1.556339e+03,-1.309574e+02,1.561839e+03,-4.8098
5.484417e+00,3.445961e+01,1.545726e+03,-1.444421e+02,1.552460e+03,-5.3386
6.927551e+00,4.352708e+01,1.533879e+03,-1.626138e+02,1.542474e+03,-6.0516
8.750422e+00,5.498052e+01,1.520013e+03,-1.861744e+02,1.531372e+03,-6.9829
1.105295e+01,6.944774e+01,1.503054e+03,-2.158745e+02,1.518477e+03,-8.1732
1.396135e+01,8.772177e+01,1.481539e+03,-2.524292e+02,1.502890e+03,-9.6694
1.763505e+01,1.108043e+02,1.453508e+03,-2.963600e+02,1.483414e+03,-11.5242
2.227543e+01,1.399607e+02,1.416422e+03,-3.477278e+02,1.458481e+03,-13.7932
2.813684e+01,1.767890e+02,1.367186e+03,-4.057283e+02,1.426118e+03,-16.5289
3.554059e+01,2.233081e+02,1.302409e+03,-4.681698e+02,1.383999e+03,-19.7717
4.489251e+01,2.820680e+02,1.219056e+03,-5.309664e+02,1.329670e+03,-23.5358
5.670524e+01,3.562895e+02,1.115583e+03,-5.879723e+02,1.261046e+03,-27.7916
7.162629e+01,4.500413e+02,9.933538e+02,-6.316247e+02,1.177158e+03,-32.4503
9.047357e+01,5.684622e+02,8.576194e+02,-6.546835e+02,1.078945e+03,-37.3571
1.142802e+02,7.180437e+02,7.171497e+02,-6.526424e+02,9.696627e+02,-42.3038
1.443512e+02,9.069851e+02,5.821430e+02,-6.255433e+02,8.545144e+02,-47.0581
1.823348e+02,1.145643e+03,4.613329e+02,-5.779706e+02,7.395120e+02,-51.4033
