f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,3.570712e+03,-3.504576e+03,5.003203e+03,-44.4644
1.263134e-02,7.936502e-02,3.184387e+03,-3.118246e+03,4.456880e+03,-44.3987
1.595506e-02,1.002486e-01,2.840649e+03,-2.774503e+03,3.970787e+03,-44.3251
2.015338e-02,1.266274e-01,2.534803e+03,-2.468652e+03,3.538286e+03,-44.2425
2.545641e-02,1.599473e-01,2.262673e+03,-2.196517e+03,3.153471e+03,-44.1500
3.215484e-02,2.020348e-01,2.020542e+03,-1.954381e+03,2.811084e+03,-44.0464
4.061586e-02,2.551970e-01,1.805102e+03,-1.738937e+03,2.506451e+03,-43.9304
5.130326e-02,3.223479e-01,1.613412e+03,-1.547242e+03,2.235410e+03,-43.8007
6.480286e-02,4.071684e-01,1.442853e+03,-1.376679e+03,1.994259e+03,-43.6555
8.185467e-02,5.143081e-01,1.291096e+03,-1.224919e+03,1.779706e+03,-43.4933
1.033934e-01,6.496398e-01,1.156068e+03,-1.089887e+03,1.588820e+03,-43.3122
1.305997e-01,8.205818e-01,1.035926e+03,-9.697411e+02,1.418993e+03,-43.1100
1.649648e-01,1.036504e+00,9.290279e+02,-8.628395e+02,1.267906e+03,-42.8846
2.083726e-01,1.309244e+00,8.339140e+02,-7.677223e+02,1.133495e+03,-42.6335
2.632024e-01,1.653749e+00,7.492853e+02,-6.830905e+02,1.013924e+03,-42.3541
3.324598e-01,2.088906e+00,6.739860e+02,-6.077883e+02,9.075592e+02,-42.0436
4.199411e-01,2.638568e+00,6.069876e+02,-5.407871e+02,8.129481e+02,-41.6990
5.304417e-01,3.332864e+00,5.473750e+02,-4.811720e+02,7.287976e+02,-41.3172
6.700188e-01,4.209852e+00,4.943340e+02,-4.281288e+02,6.539575e+02,-40.8949
8.463232e-01,5.317605e+00,4.471402e+02,-3.809331e+02,5.874047e+02,-40.4287
1.069019e+00,6.716846e+00,4.051489e+02,-3.389402e+02,5.282292e+02,-39.9152
1.350314e+00,8.484273e+00,3.677868e+02,-3.015766e+02,4.756212e+02,-39.3510
1.705627e+00,1.071677e+01,3.345433e+02,-2.683321e+02,4.288606e+02,-38.7326
2.154435e+00,1.353671e+01,3.049646e+02,-2.387526e+02,3.873063e+02,-38.0569
2.721339e+00,1.709868e+01,2.786464e+02,-2.124342e+02,3.503885e+02,-37.3211
3.437414e+00,2.159791e+01,2.552295e+02,-1.890174e+02,3.175998e+02,-36.5228
4.341913e+00,2.728105e+01,2.343938e+02,-1.681823e+02,2.884887e+02,-35.6602
5.484417e+00,3.445961e+01,2.158549e+02,-1.496444e+02,2.626534e+02,-34.7322
6.927551e+00,4.352708e+01,1.993595e+02,-1.331506e+02,2.397358e+02,-33.7386
8.750422e+00,5.498052e+01,1.846822e+02,-1.184755e+02,2.194173e+02,-32.6806
1.105295e+01,6.944774e+01,1.716225e+02,-1.054188e+02,2.014136e+02,-31.5602
1.396135e+01,8.772177e+01,1.600022e+02,-9.380211e+01,1.854711e+02,-30.3812
1.763505e+01,1.108043e+02,1.496624e+02,-8.346679e+01,1.713637e+02,-29.1484
2.227543e+01,1.399607e+02,1.404618e+02,-7.427169e+01,1.588893e+02,-27.8684
2.813684e+01,1.767890e+02,1.322749e+02,-6.609125e+01,1.478671e+02,-26.5490
3.554059e+01,2.233081e+02,1.249897e+02,-5.881375e+01,1.381357e+02,-25.1993
