f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,5.648045e+02,-3.504630e+02,6.647018e+02,-31.8197
1.263134e-02,7.936502e-02,5.261713e+02,-3.118302e+02,6.116325e+02,-30.6527
1.595506e-02,1.002486e-01,4.917967e+02,-2.774560e+02,5.646644e+02,-29.4303
2.015338e-02,1.266274e-01,4.612114e+02,-2.468712e+02,5.231265e+02,-28.1587
2.545641e-02,1.599473e-01,4.339976e+02,-2.196580e+02,4.864191e+02,-26.8452
3.215484e-02,2.020348e-01,4.097837e+02,-1.954447e+02,4.540059e+02,-25.4986
4.061586e-02,2.551970e-01,3.882389e+02,-1.739007e+02,4.254068e+02,-24.1287
5.130326e-02,3.223479e-01,3.690690e+02,-1.547318e+02,4.001923e+02,-22.7458
6.480286e-02,4.071684e-01,3.520123e+02,-1.376761e+02,3.779780e+02,-21.3610
8.185467e-02,5.143081e-01,3.368357e+02,-1.225007e+02,3.584197e+02,-19.9854
1.033934e-01,6.496398e-01,3.233320e+02,-1.089984e+02,3.412099e+02,-18.6295
1.305997e-01,8.205818e-01,3.113167e+02,-9.698487e+01,3.260739e+02,-17.3034
1.649648e-01,1.036504e+00,3.006258e+02,-8.629597e+01,3.127665e+02,-16.0164
2.083726e-01,1.309244e+00,2.911133e+02,-7.678579e+01,3.010698e+02,-14.7761
2.632024e-01,1.653749e+00,2.826492e+02,-6.832447e+01,2.907900e+02,-13.5894
3.324598e-01,2.088906e+00,2.751180e+02,-6.079650e+01,2.817554e+02,-12.4611
4.199411e-01,2.638568e+00,2.684167e+02,-5.409913e+01,2.738142e+02,-11.3952
5.304417e-01,3.332864e+00,2.624539e+02,-4.814096e+01,2.668325e+02,-10.3940
6.700188e-01,4.209852e+00,2.571480e+02,-4.284071e+01,2.606922e+02,-9.4586
8.463232e-01,5.317605e+00,2.524268e+02,-3.812609e+01,2.552898e+02,-8.5889
1.069019e+00,6.716846e+00,2.482255e+02,-3.393287e+01,2.505341e+02,-7.7842
1.350314e+00,8.484273e+00,2.444869e+02,-3.020393e+01,2.463455e+02,-7.0426
1.705627e+00,1.071677e+01,2.411598e+02,-2.688856e+01,2.426542e+02,-6.3620
2.154435e+00,1.353671e+01,2.381989e+02,-2.394174e+01,2.393990e+02,-5.7396
2.721339e+00,1.709868e+01,2.355635e+02,-2.132356e+01,2.365267e+02,-5.1724
3.437414e+00,2.159791e+01,2.332177e+02,-1.899866e+01,2.339903e+02,-4.6572
4.341913e+00,2.728105e+01,2.311294e+02,-1.693577e+01,2.317491e+02,-4.1908
5.484417e+00,3.445961e+01,2.292700e+02,-1.510737e+01,2.297672e+02,-3.7700
6.927551e+00,4.352708e+01,2.276140e+02,-1.348923e+01,2.280134e+02,-3.3916
8.750422e+00,5.498052e+01,2.261387e+02,-1.206021e+01,2.264600e+02,-3.0528
1.105295e+01,6.944774e+01,2.248237e+02,-1.080199e+01,2.250830e+02,-2.7507
1.396135e+01,8.772177e+01,2.236509e+02,-9.698842e+00,2.238611e+02,-2.4831
1.763505e+01,1.108043e+02,2.226040e+02,-8.737522e+00,2.227754e+02,-2.2478
2.227543e+01,1.399607e+02,2.216685e+02,-7.907152e+00,2.218094e+02,-2.0429
2.813684e+01,1.767890e+02,2.208310e+02,-7.199184e+00,2.209483e+02,-1.8672
3.554059e+01,2.233081e+02,2.200797e+02,-6.607402e+00,2.201789e+02,-1.7197
4.489251e+01,2.820680e+02,2.194036e+02,-6.127998e+00,2.194892e+02,-1.5999
5.670524e+01,3.562895e+02,2.187925e+02,-5.759713e+00,2.188683e+02,-1.5080
7.162629e+01,4.500413e+02,2.182369e+02,-5.504047e+00,2.183063e+02,-1.4447
9.047357e+01,5.684622e+02,2.177274e+02,-5.365569e+00,2.177935e+02,-1.4117
1.142802e+02,7.180437e+02,2.172550e+02,-5.352324e+00,2.173209e+02,-1.4113
1.443512e+02,9.069851e+02,2.168101e+02,-5.476356e+00,2.168792e+02,-1.4469
1.823348e+02,1.145643e+03,2.163824e+02,-5.754362e+00,2.164589e+02,-1.5233
2.303132e+02,1.447101e+03,2.159602e+02,-6.208491e+00,2.160495e+02,-1.6467
2.909163e+02,1.827881e+03,2.155297e+02,-6.867296e+00,2.156390e+02,-1.8250
3.674662e+02,2.308858e+03,2.150730e+02,-7.766813e+00,2.152132e+02,-2.0682
4.641589e+02,2.916396e+03,2.145675e+02,-8.951739e+00,2.147541e+02,-2.3890
