f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,5.647576e+02,-3.504750e+02,6.646683e+02,-31.8227
1.263134e-02,7.936502e-02,5.261232e+02,-3.118443e+02,6.115983e+02,-30.6561
1.595506e-02,1.002486e-01,4.917472e+02,-2.774727e+02,5.646294e+02,-29.4342
2.015338e-02,1.266274e-01,4.611603e+02,-2.468907e+02,5.230906e+02,-28.1632
2.545641e-02,1.599473e-01,4.339446e+02,-2.196808e+02,4.863821e+02,-26.8504
3.215484e-02,2.020348e-01,4.097285e+02,-1.954714e+02,4.539675e+02,-25.5047
4.061586e-02,2.551970e-01,3.881812e+02,-1.739319e+02,4.253668e+02,-24.1357
5.130326e-02,3.223479e-01,3.690085e+02,-1.547682e+02,4.001505e+02,-22.7540
6.480286e-02,4.071684e-01,3.519485e+02,-1.377187e+02,3.779341e+02,-21.3706
8.185467e-02,5.143081e-01,3.367681e+02,-1.225507e+02,3.583734e+02,-19.9966
1.033934e-01,6.496398e-01,3.232602e+02,-1.090572e+02,3.411607e+02,-18.6427
1.305997e-01,8.205818e-01,3.112401e+02,-9.705397e+01,3.260213e+02,-17.3190
1.649648e-01,1.036504e+00,3.005437e+02,-8.637743e+01,3.127101e+02,-16.0349
2.083726e-01,1.309244e+00,2.910249e+02,-7.688204e+01,3.010089e+02,-14.7981
2.632024e-01,1.653749e+00,2.825537e+02,-6.843847e+01,2.907239e+02,-13.6156
3.324598e-01,2.088906e+00,2.750142e+02,-6.093186e+01,2.816834e+02,-12.4926
4.199411e-01,2.638568e+00,2.683036e+02,-5.426025e+01,2.737353e+02,-11.4330
5.304417e-01,3.332864e+00,2.623300e+02,-4.833324e+01,2.667454e+02,-10.4394
6.700188e-01,4.209852e+00,2.570118e+02,-4.307075e+01,2.605958e+02,-9.5134
8.463232e-01,5.317605e+00,2.522762e+02,-3.840200e+01,2.551823e+02,-8.6552
1.069019e+00,6.716846e+00,2.480585e+02,-3.426458e+01,2.504138e+02,-7.8646
1.350314e+00,8.484273e+00,2.443007e+02,-3.060365e+01,2.462101e+02,-7.1403
1.705627e+00,1.071677e+01,2.409513e+02,-2.737129e+01,2.425009e+02,-6.4808
2.154435e+00,1.353671e+01,2.379642e+02,-2.452596e+01,2.392247e+02,-5.8845
2.721339e+00,1.709868e+01,2.352981e+02,-2.203198e+01,2.363274e+02,-5.3493
3.437414e+00,2.159791e+01,2.329161e+02,-1.985925e+01,2.337612e+02,-4.8735
4.341913e+00,2.728105e+01,2.307847e+02,-1.798300e+01,2.314842e+02,-4.4555
5.484417e+00,3.445961e+01,2.288737e+02,-1.638368e+01,2.294594e+02,-4.0945
6.927551e+00,4.352708e+01,2.271556e+02,-1.504692e+01,2.276534e+02,-3.7898
8.750422e+00,5.498052e+01,2.256049e+02,-1.396369e+01,2.260367e+02,-3.5418
1.105295e+01,6.944774e+01,2.241977e+02,-1.313057e+01,2.245819e+02,-3.3518
1.396135e+01,8.772177e+01,2.229109e+02,-1.255011e+01,2.232639e+02,-3.2224
1.763505e+01,1.108043e+02,2.217217e+02,-1.223146e+01,2.220588e+02,-3.1576
2.227543e+01,1.399607e+02,2.206064e+02,-1.219106e+01,2.209429e+02,-3.1630
2.813684e+01,1.767890e+02,2.195390e+02,-1.245352e+01,2.198920e+02,-3.2467
3.554059e+01,2.233081e+02,2.184901e+02,-1.305264e+01,2.188797e+02,-3.4188
4.489251e+01,2.820680e+02,2.174236e+02,-1.403242e+01,2.178760e+02,-3.6927
5.670524e+01,3.562895e+02,2.162939e+02,-1.544783e+01,2.168449e+02,-4.0852
7.162629e+01,4.500413e+02,2.150409e+02,-1.736512e+01,2.157409e+02,-4.6168
9.047357e+01,5.684622e+02,2.135834e+02,-1.986076e+01,2.145048e+02,-5.3126
1.142802e+02,7.180437e+02,2.118105e+02,-2.301795e+01,2.130575e+02,-6.2021
1.443512e+02,9.069851e+02,2.095707e+02,-2.691862e+01,2.112925e+02,-7.3194
1.823348e+02,1.145643e+03,2.066597e+02,-3.162809e+01,2.090660e+02,-8.7013
2.303132e+02,1.447101e+03,2.028102e+02,-3.716840e+01,2.061879e+02,-10.3852
