f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,3.216194e+03,-3.153820e+03,4.504496e+03,-44.4390
1.263134e-02,7.936502e-02,2.868546e+03,-2.806129e+03,4.012844e+03,-44.3698
1.595506e-02,1.002486e-01,2.559224e+03,-2.496767e+03,3.575399e+03,-44.2923
2.015338e-02,1.266274e-01,2.284005e+03,-2.221508e+03,3.186186e+03,-44.2053
2.545641e-02,1.599473e-01,2.039129e+03,-1.976594e+03,2.839889e+03,-44.1078
3.215484e-02,2.020348e-01,1.821251e+03,-1.758678e+03,2.531778e+03,-43.9986
4.061586e-02,2.551970e-01,1.627394e+03,-1.564785e+03,2.257646e+03,-43.8764
5.130326e-02,3.223479e-01,1.454911e+03,-1.392267e+03,2.013746e+03,-43.7396
6.480286e-02,4.071684e-01,1.301445e+03,-1.238767e+03,1.796748e+03,-43.5865
8.185467e-02,5.143081e-01,1.164900e+03,-1.102189e+03,1.603688e+03,-43.4155
1.033934e-01,6.496398e-01,1.043411e+03,-9.806681e+02,1.431927e+03,-43.2245
1.305997e-01,8.205818e-01,9.353165e+02,-8.725440e+02,1.279121e+03,-43.0114
1.649648e-01,1.036504e+00,8.391413e+02,-7.763401e+02,1.143181e+03,-42.7738
2.083726e-01,1.309244e+00,7.535708e+02,-6.907423e+02,1.022249e+03,-42.5092
2.632024e-01,1.653749e+00,6.774359e+02,-6.145817e+02,9.146749e+02,-42.2149
3.324598e-01,2.088906e+00,6.096964e+02,-5.468180e+02,8.189869e+02,-41.8880
4.199411e-01,2.638568e+00,5.494264e+02,-4.865256e+02,7.338778e+02,-41.5254
5.304417e-01,3.332864e+00,4.958026e+02,-4.328811e+02,6.581841e+02,-41.1239
6.700188e-01,4.209852e+00,4.480919e+02,-3.851517e+02,5.908707e+02,-40.6803
8.463232e-01,5.317605e+00,4.056424e+02,-3.426855e+02,5.310171e+02,-40.1910
1.069019e+00,6.716846e+00,3.678739e+02,-3.049024e+02,4.778041e+02,-39.6527
1.350314e+00,8.484273e+00,3.342701e+02,-2.712864e+02,4.305030e+02,-39.0620
1.705627e+00,1.071677e+01,3.043717e+02,-2.413783e+02,3.884657e+02,-38.4157
2.154435e+00,1.353671e+01,2.777699e+02,-2.147694e+02,3.511154e+02,-37.7109
2.721339e+00,1.709868e+01,2.541009e+02,-1.910965e+02,3.179389e+02,-36.9450
3.437414e+00,2.159791e+01,2.330412e+02,-1.700360e+02,2.884796e+02,-36.1160
4.341913e+00,2.728105e+01,2.143028e+02,-1.513004e+02,2.623309e+02,-35.2226
5.484417e+00,3.445961e+01,1.976293e+02,-1.346335e+02,2.391308e+02,-34.2644
6.927551e+00,4.352708e+01,1.827928e+02,-1.198078e+02,2.185569e+02,-33.2420
8.750422e+00,5.498052e+01,1.695902e+02,-1.066207e+02,2.003218e+02,-32.1574
1.105295e+01,6.944774e+01,1.578409e+02,-9.489210e+01,1.841691e+02,-31.0138
1.396135e+01,8.772177e+01,1.473841e+02,-8.446171e+01,1.698701e+02,-29.8158
1.763505e+01,1.108043e+02,1.380768e+02,-7.518708e+01,1.572205e+02,-28.5697
2.227543e+01,1.399607e+02,1.297914e+02,-6.694153e+01,1.460376e+02,-27.2830
2.813684e+01,1.767890e+02,1.224147e+02,-5.961245e+01,1.361580e+02,-25.9648
3.554059e+01,2.233081e+02,1.158455e+02,-5.309977e+01,1.274353e+02,-24.6252
4.489251e+01,2.820680e+02,1.099938e+02,-4.731460e+01,1.197385e+02,-23.2753
5.670524e+01,3.562895e+02,1.047795e+02,-4.217804e+01,1.129502e+02,-21.9268
7.162629e+01,4.500413e+02,1.001312e+02,-3.762006e+01,1.069651e+02,-20.5916
9.047357e+01,5.684622e+02,9.598494e+01,-3.357859e+01,1.016889e+02,-19.2815
1.142802e+02,7.180437e+02,9.228387e+01,-2.999869e+01,9.703728e+01,-18.0078
1.443512e+02,9.069851e+02,8.897707e+01,-2.683177e+01,9.293472e+01,-16.7811
1.823348e+02,1.145643e+03,8.601894e+01,-2.403497e+01,8.931370e+01,-15.6112
2.303132e+02,1.447101e+03,8.336854e+01,-2.157056e+01,8.611389e+01,-14.5064
2.909163e+02,1.827881e+03,8.098899e+01,-1.940539e+01,8.328136e+01,-13.4744
3.674662e+02,2.308858e+03,7.884686e+01,-1.751050e+01,8.076785e+01,-12.5212
4.641589e+02,2.916396e+03,7.691169e+01,-1.586061e+01,7.853004e+01,-11.6521
5.862947e+02,3.683798e+03,7.515540e+01,-1.443374e+01,7.652886e+01,-10.8714
7.405685e+02,4.653129e+03,7.355179e+01,-1.321076e+01,7.472878e+01,-10.1824
9.354369e+02,5.877523e+03,7.207601e+01,-1.217497e+01,7.309707e+01,-9.5878
1.181582e+03,7.424097e+03,7.070397e+01,-1.131147e+01,7.160308e+01,-9.0894
1.492496e+03,9.377626e+03,6.941188e+01,-1.060645e+01,7.021756e+01,-8.6879
1.885221e+03,1.184519e+04,6.817575e+01,-1.004626e+01,6.891198e+01,-8.3827
2.381286e+03,1.496206e+04,6.697120e+01,-9.616045e+00,6.765803e+01,-8.1710
3.007883e+03,1.889908e+04,6.577362e+01,-9.298131e+00,6.642758e+01,-8.0463
3.799357e+03,2.387207e+04,6.455918e+01,-9.070075e+00,6.519321e+01,-7.9973
4.799096e+03,3.015361e+04,6.330707e+01,-8.902797e+00,6.393000e+01,-8.0049
6.061899e+03,3.808803e+04,6.200314e+01,-8.759609e+00,6.261885e+01,-8.0414
7.656988e+03,4.811028e+04,6.064497e+01,-8.597363e+00,6.125134e+01,-8.0688
9.671799e+03,6.076970e+04,5.924676e+01,-8.371050e+00,5.983522e+01,-8.0422
1.221677e+04,7.676025e+04,5.784161e+01,-8.042119e+00,5.839801e+01,-7.9155
1.543142e+04,9.695845e+04,5.647812e+01,-7.588456e+00,5.698564e+01,-7.6525
1.949194e+04,1.224715e+05,5.521067e+01,-7.011614e+00,5.565412e+01,-7.2377
2.462092e+04,1.546978e+05,5.408627e+01,-6.336957e+00,5.445624e+01,-6.6825
3.109952e+04,1.954040e+05,5.313388e+01,-5.605938e+00,5.342879e+01,-6.0228
3.928284e+04,2.468214e+05,5.236057e+01,-4.864320e+00,5.258603e+01,-5.3076
4.961948e+04,3.117684e+05,5.175482e+01,-4.151786e+00,5.192108e+01,-4.5865
6.267603e+04,3.938051e+05,5.129368e+01,-3.496288e+00,5.141270e+01,-3.8994
7.916819e+04,4.974284e+05,5.094996e+01,-2.913246e+00,5.103318e+01,-3.2725
1.000000e+05,6.283185e+05,5.069740e+01,-2.407746e+00,5.075455e+01,-2.7191
