f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.150025e+04,-9.974354e+03,1.522312e+04,-40.9356
1.263134e-02,7.936502e-02,1.040073e+04,-8.874886e+03,1.367256e+04,-40.4739
1.595506e-02,1.002486e-01,9.422417e+03,-7.896629e+03,1.229385e+04,-39.9653
2.015338e-02,1.266274e-01,8.551938e+03,-7.026223e+03,1.106813e+04,-39.4063
2.545641e-02,1.599473e-01,7.777409e+03,-6.251779e+03,9.978619e+03,-38.7937
3.215484e-02,2.020348e-01,7.088250e+03,-5.562722e+03,9.010392e+03,-38.1241
4.061586e-02,2.551970e-01,6.475049e+03,-4.949641e+03,8.150166e+03,-37.3949
5.130326e-02,3.223479e-01,5.929431e+03,-4.404164e+03,7.386123e+03,-36.6036
6.480286e-02,4.071684e-01,5.443945e+03,-3.918841e+03,6.707745e+03,-35.7483
8.185467e-02,5.143081e-01,5.011958e+03,-3.487045e+03,6.105670e+03,-34.8281
1.033934e-01,6.496398e-01,4.627572e+03,-3.102880e+03,5.571560e+03,-33.8426
1.305997e-01,8.205818e-01,4.285535e+03,-2.761099e+03,5.097988e+03,-32.7930
1.649648e-01,1.036504e+00,3.981178e+03,-2.457038e+03,4.678334e+03,-31.6814
2.083726e-01,1.309244e+00,3.710342e+03,-2.186545e+03,4.306694e+03,-30.5113
2.632024e-01,1.653749e+00,3.469328e+03,-1.945928e+03,3.977798e+03,-29.2878
3.324598e-01,2.088906e+00,3.254845e+03,-1.731906e+03,3.686938e+03,-28.0175
4.199411e-01,2.638568e+00,3.063963e+03,-1.541558e+03,3.429908e+03,-26.7081
5.304417e-01,3.332864e+00,2.894073e+03,-1.372290e+03,3.202943e+03,-25.3690
6.700188e-01,4.209852e+00,2.742857e+03,-1.221798e+03,3.002674e+03,-24.0104
8.463232e-01,5.317605e+00,2.608247e+03,-1.088033e+03,2.826087e+03,-22.6435
1.069019e+00,6.716846e+00,2.488404e+03,-9.691801e+02,2.670480e+03,-21.2798
1.350314e+00,8.484273e+00,2.381690e+03,-8.636276e+02,2.533437e+03,-19.9312
1.705627e+00,1.071677e+01,2.286646e+03,-7.699502e+02,2.412794e+03,-18.6092
2.154435e+00,1.353671e+01,2.201972e+03,-6.868884e+02,2.306620e+03,-17.3249
2.721339e+00,1.709868e+01,2.126508e+03,-6.133323e+02,2.213191e+03,-16.0887
3.437414e+00,2.159791e+01,2.059219e+03,-5.483081e+02,2.130968e+03,-14.9102
4.341913e+00,2.728105e+01,1.999180e+03,-4.909657e+02,2.058584e+03,-13.7978
5.484417e+00,3.445961e+01,1.945564e+03,-4.405691e+02,1.994823e+03,-12.7593
6.927551e+00,4.352708e+01,1.897627e+03,-3.964880e+02,1.938606e+03,-11.8015
8.750422e+00,5.498052e+01,1.854701e+03,-3.581925e+02,1.888972e+03,-10.9308
1.105295e+01,6.944774e+01,1.816177e+03,-3.252480e+02,1.845071e+03,-10.1531
1.396135e+01,8.772177e+01,1.781502e+03,-2.973133e+02,1.806141e+03,-9.4747
1.763505e+01,1.108043e+02,1.750162e+03,-2.741400e+02,1.771502e+03,-8.9023
2.227543e+01,1.399607e+02,1.721672e+03,-2.555736e+02,1.740538e+03,-8.4436
2.813684e+01,1.767890e+02,1.695562e+03,-2.415571e+02,1.712682e+03,-8.1080
3.554059e+01,2.233081e+02,1.671363e+03,-2.321345e+02,1.687406e+03,-7.9072
4.489251e+01,2.820680e+02,1.648579e+03,-2.274568e+02,1.664197e+03,-7.8556
5.670524e+01,3.562895e+02,1.626666e+03,-2.277858e+02,1.642537e+03,-7.9714
