f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,3.251643e+02,-1.108334e+02,3.435343e+02,-18.8219
1.263134e-02,7.936502e-02,3.129468e+02,-9.861789e+01,3.281176e+02,-17.4910
1.595506e-02,1.002486e-01,3.020759e+02,-8.774936e+01,3.145629e+02,-16.1979
2.015338e-02,1.266274e-01,2.924032e+02,-7.807941e+01,3.026484e+02,-14.9507
2.545641e-02,1.599473e-01,2.837966e+02,-6.947603e+01,2.921770e+02,-13.7560
3.215484e-02,2.020348e-01,2.761385e+02,-6.182177e+01,2.829742e+02,-12.6193
4.061586e-02,2.551970e-01,2.693243e+02,-5.501216e+01,2.748853e+02,-11.5444
5.130326e-02,3.223479e-01,2.632609e+02,-4.895427e+01,2.677739e+02,-10.5340
6.480286e-02,4.071684e-01,2.578656e+02,-4.356548e+01,2.615198e+02,-9.5894
8.185467e-02,5.143081e-01,2.530646e+02,-3.877232e+01,2.560176e+02,-8.7106
1.033934e-01,6.496398e-01,2.487924e+02,-3.450948e+01,2.511744e+02,-7.8970
1.305997e-01,8.205818e-01,2.449905e+02,-3.071895e+01,2.469089e+02,-7.1469
1.649648e-01,1.036504e+00,2.416071e+02,-2.734920e+01,2.431501e+02,-6.4582
2.083726e-01,1.309244e+00,2.385959e+02,-2.435452e+01,2.398356e+02,-5.8282
2.632024e-01,1.653749e+00,2.359157e+02,-2.169438e+01,2.369110e+02,-5.2540
3.324598e-01,2.088906e+00,2.335298e+02,-1.933291e+01,2.343287e+02,-4.7325
4.199411e-01,2.638568e+00,2.314056e+02,-1.723847e+01,2.320468e+02,-4.2604
5.304417e-01,3.332864e+00,2.295141e+02,-1.538315e+01,2.300290e+02,-3.8345
6.700188e-01,4.209852e+00,2.278292e+02,-1.374252e+01,2.282433e+02,-3.4519
8.463232e-01,5.317605e+00,2.263278e+02,-1.229528e+01,2.266616e+02,-3.1095
1.069019e+00,6.716846e+00,2.249893e+02,-1.102305e+01,2.252592e+02,-2.8049
