f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,3.715406e+03,-3.504331e+03,5.107306e+03,-43.3254
1.263134e-02,7.936502e-02,3.329119e+03,-3.118023e+03,4.561261e+03,-43.1247
1.595506e-02,1.002486e-01,2.985417e+03,-2.774303e+03,4.075472e+03,-42.9009
2.015338e-02,1.266274e-01,2.679603e+03,-2.468478e+03,3.643303e+03,-42.6516
2.545641e-02,1.599473e-01,2.407502e+03,-2.196370e+03,3.258850e+03,-42.3743
3.215484e-02,2.020348e-01,2.165396e+03,-1.954263e+03,2.916862e+03,-42.0662
4.061586e-02,2.551970e-01,1.949977e+03,-1.738851e+03,2.612664e+03,-41.7243
5.130326e-02,3.223479e-01,1.758305e+03,-1.547191e+03,2.342101e+03,-41.3456
6.480286e-02,4.071684e-01,1.587759e+03,-1.376666e+03,2.101473e+03,-40.9269
8.185467e-02,5.143081e-01,1.436010e+03,-1.224947e+03,1.887491e+03,-40.4649
1.033934e-01,6.496398e-01,1.300986e+03,-1.089962e+03,1.697227e+03,-39.9562
1.305997e-01,8.205818e-01,1.180841e+03,-9.698662e+02,1.528079e+03,-39.3975
1.649648e-01,1.036504e+00,1.073934e+03,-8.630207e+02,1.377730e+03,-38.7856
2.083726e-01,1.309244e+00,9.788052e+02,-7.679660e+02,1.244119e+03,-38.1176
2.632024e-01,1.653749e+00,8.941542e+02,-6.834039e+02,1.125412e+03,-37.3908
3.324598e-01,2.088906e+00,8.188245e+02,-6.081798e+02,1.019979e+03,-36.6030
4.199411e-01,2.638568e+00,7.517870e+02,-5.412665e+02,9.263655e+02,-35.7529
5.304417e-01,3.332864e+00,6.921257e+02,-4.817505e+02,8.432802e+02,-34.8396
6.700188e-01,4.209852e+00,6.390254e+02,-4.288196e+02,7.695711e+02,-33.8637
8.463232e-01,5.317605e+00,5.917605e+02,-3.817515e+02,7.042121e+02,-32.8265
1.069019e+00,6.716846e+00,5.496851e+02,-3.399042e+02,6.462883e+02,-31.7311
1.350314e+00,8.484273e+00,5.122242e+02,-3.027074e+02,5.949835e+02,-30.5817
1.705627e+00,1.071677e+01,4.788658e+02,-2.696546e+02,5.495689e+02,-29.3843
2.154435e+00,1.353671e+01,4.491538e+02,-2.402963e+02,5.093932e+02,-28.1467
2.721339e+00,1.709868e+01,4.226819e+02,-2.142339e+02,4.738736e+02,-26.8779
3.437414e+00,2.159791e+01,3.990880e+02,-1.911145e+02,4.424884e+02,-25.5887
4.341913e+00,2.728105e+01,3.780491e+02,-1.706263e+02,4.147704e+02,-24.2913
5.484417e+00,3.445961e+01,3.592768e+02,-1.524941e+02,3.903002e+02,-22.9987
6.927551e+00,4.352708e+01,3.425133e+02,-1.364763e+02,3.687019e+02,-21.7251
8.750422e+00,5.498052e+01,3.275277e+02,-1.223615e+02,3.496380e+02,-20.4853
1.105295e+01,6.944774e+01,3.141127e+02,-1.099659e+02,3.328052e+02,-19.2943
1.396135e+01,8.772177e+01,3.020814e+02,-9.913122e+01,3.179311e+02,-18.1678
1.763505e+01,1.108043e+02,2.912641e+02,-8.972289e+01,3.047704e+02,-17.1213
2.227543e+01,1.399607e+02,2.815057e+02,-8.162850e+01,2.931018e+02,-16.1706
2.813684e+01,1.767890e+02,2.726622e+02,-7.475658e+01,2.827247e+02,-15.3322
3.554059e+01,2.233081e+02,2.645977e+02,-6.903562e+01,2.734554e+02,-14.6229
4.489251e+01,2.820680e+02,2.571806e+02,-6.441298e+01,2.651243e+02,-14.0609
5.670524e+01,3.562895e+02,2.502792e+02,-6.085365e+01,2.575710e+02,-13.6659
7.162629e+01,4.500413e+02,2.437562e+02,-5.833829e+01,2.506400e+02,-13.4595
9.047357e+01,5.684622e+02,2.374626e+02,-5.685982e+01,2.441752e+02,-13.4658
1.142802e+02,7.180437e+02,2.312299e+02,-5.641767e+01,2.380130e+02,-13.7117
1.443512e+02,9.069851e+02,2.248615e+02,-5.700771e+01,2.319753e+02,-14.2261
1.823348e+02,1.145643e+03,2.181252e+02,-5.860600e+01,2.258611e+02,-15.0391
2.303132e+02,1.447101e+03,2.107493e+02,-6.114392e+01,2.194398e+02,-16.1788
2.909163e+02,1.827881e+03,2.024295e+02,-6.447343e+01,2.124489e+02,-17.6666
3.674662e+02,2.308858e+03,1.928559e+02,-6.832577e+01,2.046016e+02,-19.5084
4.641589e+02,2.916396e+03,1.817714e+02,-7.227555e+01,1.956134e+02,-21.6836
5.862947e+02,3.683798e+03,1.690659e+02,-7.573559e+01,1.852543e+02,-24.1307
7.405685e+02,4.653129e+03,1.548865e+02,-7.801642e+01,1.734255e+02,-26.7344
9.354369e+02,5.877523e+03,1.397127e+02,-7.846982e+01,1.602409e+02,-29.3208
1.181582e+03,7.424097e+03,1.243252e+02,-7.668449e+01,1.460728e+02,-31.6665
1.492496e+03,9.377626e+03,1.096394e+02,-7.264085e+01,1.315200e+02,-33.5262
1.885221e+03,1.184519e+04,9.646375e+01,-6.672659e+01,1.172932e+02,-34.6727
2.381286e+03,1.496206e+04,8.530631e+01,-5.959741e+01,1.040626e+02,-34.9392
3.007883e+03,1.889908e+04,7.631784e+01,-5.196813e+01,9.233147e+01,-34.2526
3.799357e+03,2.387207e+04,6.936155e+01,-4.444264e+01,8.237823e+01,-32.6493
4.799096e+03,3.015361e+04,6.413763e+01,-3.743577e+01,7.426354e+01,-30.2712
6.061899e+03,3.808803e+04,6.029590e+01,-3.117476e+01,6.787829e+01,-27.3403
7.656988e+03,4.811028e+04,5.750745e+01,-2.574168e+01,6.300588e+01,-24.1144
9.671799e+03,6.076970e+04,5.549715e+01,-2.112397e+01,5.938144e+01,-20.8384
1.221677e+04,7.676025e+04,5.405044e+01,-1.725658e+01,5.673834e+01,-17.7066
1.543142e+04,9.695845e+04,5.300722e+01,-1.405112e+01,5.483794e+01,-14.8465
1.949194e+04,1.224715e+05,5.225131e+01,-1.141385e+01,5.348342e+01,-12.3222
2.462092e+04,1.546978e+05,5.169983e+01,-9.255455e+00,5.252176e+01,-10.1497
3.109952e+04,1.954040e+05,5.129419e+01,-7.495620e+00,5.183896e+01,-8.3138
3.928284e+04,2.468214e+05,5.099316e+01,-6.064652e+00,5.135253e+01,-6.7824
4.961948e+04,3.117684e+05,5.076771e+01,-4.903397e+00,5.100396e+01,-5.5168
6.267603e+04,3.938051e+05,5.059733e+01,-3.962389e+00,5.075225e+01,-4.4778
7.916819e+04,4.974284e+05,5.046746e+01,-3.200677e+00,5.056885e+01,-3.6289
1.000000e+05,6.283185e+05,5.036766e+01,-2.584595e+00,5.043393e+01,-2.9375
