f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,2.801643e+03,-1.108334e+03,3.012907e+03,-21.5838
1.263134e-02,7.936502e-02,2.679468e+03,-9.861789e+02,2.855188e+03,-20.2062
1.595506e-02,1.002486e-01,2.570759e+03,-8.774936e+02,2.716394e+03,-18.8466
2.015338e-02,1.266274e-01,2.474032e+03,-7.807941e+02,2.594316e+03,-17.5155
2.545641e-02,1.599473e-01,2.387966e+03,-6.947603e+02,2.486981e+03,-16.2219
3.215484e-02,2.020348e-01,2.311385e+03,-6.182177e+02,2.392633e+03,-14.9742
4.061586e-02,2.551970e-01,2.243243e+03,-5.501216e+02,2.309713e+03,-13.7790
5.130326e-02,3.223479e-01,2.182609e+03,-4.895427e+02,2.236836e+03,-12.6418
6.480286e-02,4.071684e-01,2.128656e+03,-4.356548e+02,2.172780e+03,-11.5665
8.185467e-02,5.143081e-01,2.080646e+03,-3.877232e+02,2.116464e+03,-10.5558
1.033934e-01,6.496398e-01,2.037924e+03,-3.450948e+02,2.066936e+03,-9.6111
1.305997e-01,8.205818e-01,1.999905e+03,-3.071895e+02,2.023360e+03,-8.7325
1.649648e-01,1.036504e+00,1.966071e+03,-2.734920e+02,1.985002e+03,-7.9194
2.083726e-01,1.309244e+00,1.935959e+03,-2.435452e+02,1.951218e+03,-7.1702
2.632024e-01,1.653749e+00,1.909157e+03,-2.169438e+02,1.921443e+03,-6.4829
3.324598e-01,2.088906e+00,1.885298e+03,-1.933291e+02,1.895185e+03,-5.8550
4.199411e-01,2.638568e+00,1.864056e+03,-1.723847e+02,1.872010e+03,-5.2836
5.304417e-01,3.332864e+00,1.845141e+03,-1.538315e+02,1.851542e+03,-4.7658
6.700188e-01,4.209852e+00,1.828292e+03,-1.374252e+02,1.833450e+03,-4.2986
8.463232e-01,5.317605e+00,1.813278e+03,-1.229528e+02,1.817442e+03,-3.8791
1.069019e+00,6.716846e+00,1.799893e+03,-1.102305e+02,1.803265e+03,-3.5046
1.350314e+00,8.484273e+00,1.787951e+03,-9.910157e+01,1.790695e+03,-3.1725
1.705627e+00,1.071677e+01,1.777285e+03,-8.943524e+01,1.779534e+03,-2.8808
2.154435e+00,1.353671e+01,1.767747e+03,-8.112572e+01,1.769608e+03,-2.6276
2.721339e+00,1.709868e+01,1.759202e+03,-7.409200e+01,1.760761e+03,-2.4117
3.437414e+00,2.159791e+01,1.751525e+03,-6.827821e+01,1.752855e+03,-2.2324
4.341913e+00,2.728105e+01,1.744604e+03,-6.365469e+01,1.745765e+03,-2.0896
5.484417e+00,3.445961e+01,1.738333e+03,-6.021972e+01,1.739376e+03,-1.9841
6.927551e+00,4.352708e+01,1.732611e+03,-5.800228e+01,1.733581e+03,-1.9174
8.750422e+00,5.498052e+01,1.727339e+03,-5.706564e+01,1.728282e+03,-1.8922
1.105295e+01,6.944774e+01,1.722418e+03,-5.751217e+01,1.723378e+03,-1.9124
1.396135e+01,8.772177e+01,1.717742e+03,-5.948943e+01,1.718772e+03,-1.9835
1.763505e+01,1.108043e+02,1.713195e+03,-6.319764e+01,1.714360e+03,-2.1126
2.227543e+01,1.399607e+02,1.708638e+03,-6.889869e+01,1.710027e+03,-2.3091
2.813684e+01,1.767890e+02,1.703905e+03,-7.692652e+01,1.705641e+03,-2.5850
3.554059e+01,2.233081e+02,1.698780e+03,-8.769864e+01,1.701042e+03,-2.9552
4.489251e+01,2.820680e+02,1.692978e+03,-1.017278e+02,1.696031e+03,-3.4387
5.670524e+01,3.562895e+02,1.686107e+03,-1.196317e+02,1.690346e+03,-4.0584
7.162629e+01,4.500413e+02,1.677627e+03,-1.421376e+02,1.683638e+03,-4.8428
9.047357e+01,5.684622e+02,1.666781e+03,-1.700738e+02,1.675435e+03,-5.8261
